Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,Wisconsin,All workers,Labor productivity,Index (2012=100),2019,105.092
Private nonfarm,Wisconsin,All workers,Labor productivity,Index (2012=100),2020,106.124
Private nonfarm,Wisconsin,All workers,Labor productivity,Index (2012=100),2021,106.289
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2007,106.084
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2008,106.892
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2009,112.380
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2010,107.463
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2011,104.930
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2012,100.000
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2013,99.272
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2014,97.619
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2015,105.084
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2016,107.354
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2017,103.319
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2018,102.089
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2019,101.706
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2020,102.549
Private nonfarm,Wyoming,All workers,Labor productivity,Index (2012=100),2021,99.591
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2007,94.267
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2008,94.371
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2009,96.257
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2010,99.336
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2011,99.520
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2012,100.000
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2013,99.774
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2014,101.622
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2015,101.542
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2016,102.126
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2017,102.184
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2018,103.948
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2019,105.075
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2020,107.314
Private nonfarm,Midwest,All workers,Labor productivity,Index (2012=100),2021,109.657
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2007,91.867
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2008,91.580
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2009,95.696
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2010,98.755
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2011,97.785
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2012,100.000
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2013,99.529
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2014,99.702
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2015,100.139
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2016,101.082
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2017,101.709
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2018,102.686
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2019,105.020
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2020,109.796
Private nonfarm,Northeast,All workers,Labor productivity,Index (2012=100),2021,111.768
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2007,92.671
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2008,93.527
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2009,96.996
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2010,99.323
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2011,99.575
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2012,100.000
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2013,100.596
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2014,100.742
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2015,102.547
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2016,102.996
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2017,103.726
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2018,104.043
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2019,106.015
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2020,107.839
Private nonfarm,South,All workers,Labor productivity,Index (2012=100),2021,108.864
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2007,90.269
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2008,92.685
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2009,96.019
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2010,98.918
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2011,99.273
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2012,100.000
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2013,100.412
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2014,101.369
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2015,103.188
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2016,103.942
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2017,106.434
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2018,108.712
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2019,112.359
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2020,117.288
Private nonfarm,West,All workers,Labor productivity,Index (2012=100),2021,121.474
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2008,3.4
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2009,4.6
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2010,2.8
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2011,1.9
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2012,-1.7
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2013,-0.5
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2014,0.6
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2015,-1.0
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2016,-0.2
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2017,1.5
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2018,0.7
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2019,0.8
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2020,0.4
Private nonfarm,Alabama,All workers,Labor productivity,% Change from previous year,2021,1.5
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2008,0.0
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2009,13.9
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2010,-5.8
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2011,-5.3
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2012,7.8
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2013,-6.4
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2014,0.2
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2015,1.9
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2016,1.0
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2017,0.7
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2018,-3.8
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2019,-2.2
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2020,3.3
Private nonfarm,Alaska,All workers,Labor productivity,% Change from previous year,2021,-3.0
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2008,0.5
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2009,-2.0
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2010,2.5
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2011,3.2
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2012,1.1
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2013,-1.4
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2014,0.9
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2015,-1.4
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2016,1.7
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2017,0.6
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2018,0.7
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2019,1.6
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2020,1.0
Private nonfarm,Arizona,All workers,Labor productivity,% Change from previous year,2021,3.0
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2008,-0.9
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2009,2.0
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2010,4.0
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2011,0.5
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2012,0.2
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2013,2.6
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2014,0.9
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2015,-0.9
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2016,-0.7
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2017,-2.1
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2018,0.5
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2019,0.7
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2020,2.6
Private nonfarm,Arkansas,All workers,Labor productivity,% Change from previous year,2021,0.0
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2008,3.8
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2009,4.0
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2010,2.8
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2011,0.0
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2012,1.1
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2013,0.1
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2014,0.9
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2015,2.1
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2016,0.9
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2017,3.4
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2018,2.1
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2019,4.5
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2020,6.0
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,2021,4.2
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2008,0.8
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2009,5.2
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2010,2.2
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2011,-0.5
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2012,-0.6
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2013,1.7
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2014,2.6
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2015,3.5
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2016,0.5
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2017,1.7
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2018,0.5
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2019,3.9
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2020,1.6
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,2021,1.4
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2008,0.8
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2009,1.1
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2010,-0.2
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2011,-5.5
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2012,-0.3
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2013,-0.6
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2014,-1.8
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2015,3.3
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2016,-1.8
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2017,4.3
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2018,-0.3
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2019,2.0
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2020,-1.3
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,2021,1.5
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2008,-2.4
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2009,15.7
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2010,0.7
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2011,1.0
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2012,-1.7
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2013,-5.0
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2014,7.1
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2015,0.8
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2016,-8.5
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2017,-4.0
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2018,-0.5
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2019,4.3
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2020,5.3
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,2021,-0.7
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2008,4.7
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2009,-3.0
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2010,4.7
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2011,-1.2
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2012,-1.3
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2013,-2.5
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2014,0.1
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2015,2.6
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2016,0.0
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2017,0.4
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2018,2.0
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2019,0.1
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2020,5.9
Private nonfarm,District of Columbia,All workers,Labor productivity,% Change from previous year,2021,4.6
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2008,0.5
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2009,0.7
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2010,1.9
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2011,1.1
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2012,0.1
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2013,-1.3
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2014,-0.1
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2015,1.9
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2016,1.0
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2017,1.6
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2018,-0.8
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2019,2.9
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2020,2.8
Private nonfarm,Florida,All workers,Labor productivity,% Change from previous year,2021,-0.5
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2008,-0.2
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2009,2.9
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2010,3.4
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2011,0.8
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2012,-1.1
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2013,1.3
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2014,0.1
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2015,2.0
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2016,1.8
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2017,1.2
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2018,1.7
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2019,2.5
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2020,1.6
Private nonfarm,Georgia,All workers,Labor productivity,% Change from previous year,2021,-0.4
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2008,-0.4
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2009,1.8
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2010,2.3
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2011,0.6
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2012,-2.6
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2013,3.3
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2014,-3.0
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2015,3.4
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2016,2.1
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2017,3.0
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2018,2.3
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2019,0.1
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2020,3.2
Private nonfarm,Hawaii,All workers,Labor productivity,% Change from previous year,2021,-0.8
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2008,6.3
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2009,4.3
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2010,2.9
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2011,-2.3
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2012,0.5
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2013,3.7
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2014,-0.2
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2015,-3.3
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2016,2.7
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2017,-2.3
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2018,2.5
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2019,2.7
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2020,-2.2
Private nonfarm,Idaho,All workers,Labor productivity,% Change from previous year,2021,2.3
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2008,0.0
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2009,2.5
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2010,1.7
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2011,0.9
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2012,1.2
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2013,-1.0
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2014,1.6
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2015,0.6
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2016,0.2
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2017,0.1
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2018,1.3
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2019,1.7
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2020,0.7
Private nonfarm,Illinois,All workers,Labor productivity,% Change from previous year,2021,2.8
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2008,2.4
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2009,-1.4
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2010,6.4
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2011,-1.2
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2012,0.2
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2013,0.0
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2014,1.6
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2015,-3.3
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2016,1.2
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2017,0.1
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2018,3.1
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2019,-0.8
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2020,2.0
Private nonfarm,Indiana,All workers,Labor productivity,% Change from previous year,2021,2.2
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2008,-1.5
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2009,0.6
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2010,1.4
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2011,0.0
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2012,2.7
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2013,-2.9
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2014,4.3
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2015,2.8
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2016,-0.4
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2017,-0.4
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2018,1.8
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2019,-0.7
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2020,4.1
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,2021,2.1
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2008,0.1
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2009,0.5
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2010,3.5
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2011,1.1
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2012,0.3
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2013,-0.9
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2014,4.0
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2015,2.3
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2016,5.5
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2017,0.7
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2018,2.1
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2019,-0.3
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2020,3.7
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,2021,1.4
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2008,1.8
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2009,2.8
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2010,5.4
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2011,1.8
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2012,1.5
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2013,1.3
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2014,-1.2
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2015,-2.4
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2016,-0.1
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2017,0.2
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2018,1.6
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2019,1.7
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2020,1.3
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,2021,1.4
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2007,N.A.
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2008,-1.2
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2009,3.3
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2010,4.8
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2011,-5.5
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2012,-2.7
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2013,-3.9
Private nonfarm,Louisiana,All workers,Labor productivity,% Change from previous year,2014,0.7
