,Unnamed: 0_x,State,Median AQI,year,Unnamed: 0_y,Area,Measure,Units,Year,Value
3874,912,Pennsylvania,42.8,2014,8827,Pennsylvania,Hours worked,Index (2012=100),2014,102.444
3875,912,Pennsylvania,42.8,2014,9652,Pennsylvania,Employment,Index (2012=100),2014,101.448
3876,912,Pennsylvania,42.8,2014,15427,Pennsylvania,Labor productivity,Index (2012=100),2014,101.715
3878,912,Pennsylvania,42.8,2014,17077,Pennsylvania,Output per worker,Index (2012=100),2014,102.714
3880,914,Rhode Island,37.0,2014,592,Rhode Island,Hours worked,Millions of hours,2014,723.251
3882,914,Rhode Island,37.0,2014,2242,Rhode Island,Employment,Thousands of jobs,2014,454.6
3884,914,Rhode Island,37.0,2014,8842,Rhode Island,Hours worked,Index (2012=100),2014,103.950
3885,914,Rhode Island,37.0,2014,9667,Rhode Island,Employment,Index (2012=100),2014,104.437
3886,914,Rhode Island,37.0,2014,15442,Rhode Island,Labor productivity,Index (2012=100),2014,98.618
3888,914,Rhode Island,37.0,2014,17092,Rhode Island,Output per worker,Index (2012=100),2014,98.158
3890,915,South Carolina,38.1,2014,607,South Carolina,Hours worked,Millions of hours,2014,"2,851.970"
3892,915,South Carolina,38.1,2014,2257,South Carolina,Employment,Thousands of jobs,2014,1716.2
3894,915,South Carolina,38.1,2014,8857,South Carolina,Hours worked,Index (2012=100),2014,103.620
3895,915,South Carolina,38.1,2014,9682,South Carolina,Employment,Index (2012=100),2014,105.784
3896,915,South Carolina,38.1,2014,15457,South Carolina,Labor productivity,Index (2012=100),2014,102.326
3898,915,South Carolina,38.1,2014,17107,South Carolina,Output per worker,Index (2012=100),2014,100.233
3900,916,South Dakota,33.2,2014,622,South Dakota,Hours worked,Millions of hours,2014,623.287
3902,916,South Dakota,33.2,2014,2272,South Dakota,Employment,Thousands of jobs,2014,374.6
3904,916,South Dakota,33.2,2014,8872,South Dakota,Hours worked,Index (2012=100),2014,100.415
3905,916,South Dakota,33.2,2014,9697,South Dakota,Employment,Index (2012=100),2014,101.631
3906,916,South Dakota,33.2,2014,15472,South Dakota,Labor productivity,Index (2012=100),2014,102.231
3908,916,South Dakota,33.2,2014,17122,South Dakota,Output per worker,Index (2012=100),2014,101.008
3910,917,Tennessee,38.1,2014,637,Tennessee,Hours worked,Millions of hours,2014,"4,456.075"
3912,917,Tennessee,38.1,2014,2287,Tennessee,Employment,Thousands of jobs,2014,2614.0
3914,917,Tennessee,38.1,2014,8887,Tennessee,Hours worked,Index (2012=100),2014,104.782
3915,917,Tennessee,38.1,2014,9712,Tennessee,Employment,Index (2012=100),2014,105.031
3916,917,Tennessee,38.1,2014,15487,Tennessee,Labor productivity,Index (2012=100),2014,98.522
3918,917,Tennessee,38.1,2014,17137,Tennessee,Output per worker,Index (2012=100),2014,98.289
3920,918,Texas,37.7,2014,652,Texas,Hours worked,Millions of hours,2014,"18,756.280"
3922,918,Texas,37.7,2014,2302,Texas,Employment,Thousands of jobs,2014,10596.7
3924,918,Texas,37.7,2014,8902,Texas,Hours worked,Index (2012=100),2014,106.920
3925,918,Texas,37.7,2014,9727,Texas,Employment,Index (2012=100),2014,106.154
3926,918,Texas,37.7,2014,15502,Texas,Labor productivity,Index (2012=100),2014,101.466
3928,918,Texas,37.7,2014,17152,Texas,Output per worker,Index (2012=100),2014,102.199
3930,919,Utah,41.4,2014,667,Utah,Hours worked,Millions of hours,2014,"1,966.838"
3932,919,Utah,41.4,2014,2317,Utah,Employment,Thousands of jobs,2014,1166.2
3934,919,Utah,41.4,2014,8917,Utah,Hours worked,Index (2012=100),2014,106.556
3935,919,Utah,41.4,2014,9742,Utah,Employment,Index (2012=100),2014,105.876
3936,919,Utah,41.4,2014,15517,Utah,Labor productivity,Index (2012=100),2014,100.446
3938,919,Utah,41.4,2014,17167,Utah,Output per worker,Index (2012=100),2014,101.091
3940,920,Vermont,29.0,2014,682,Vermont,Hours worked,Millions of hours,2014,456.298
3942,920,Vermont,29.0,2014,2332,Vermont,Employment,Thousands of jobs,2014,285.3
3944,920,Vermont,29.0,2014,8932,Vermont,Hours worked,Index (2012=100),2014,98.193
3945,920,Vermont,29.0,2014,9757,Vermont,Employment,Index (2012=100),2014,99.743
3946,920,Vermont,29.0,2014,15532,Vermont,Labor productivity,Index (2012=100),2014,100.096
3948,920,Vermont,29.0,2014,17182,Vermont,Output per worker,Index (2012=100),2014,98.541
3950,922,Virginia,31.8,2014,697,Virginia,Hours worked,Millions of hours,2014,"5,534.145"
3952,922,Virginia,31.8,2014,2347,Virginia,Employment,Thousands of jobs,2014,3305.2
3954,922,Virginia,31.8,2014,8947,Virginia,Hours worked,Index (2012=100),2014,100.418
3955,922,Virginia,31.8,2014,9772,Virginia,Employment,Index (2012=100),2014,101.324
3956,922,Virginia,31.8,2014,15547,Virginia,Labor productivity,Index (2012=100),2014,100.305
3958,922,Virginia,31.8,2014,17197,Virginia,Output per worker,Index (2012=100),2014,99.408
3960,923,Washington,25.2,2014,712,Washington,Hours worked,Millions of hours,2014,"4,491.908"
3962,923,Washington,25.2,2014,2362,Washington,Employment,Thousands of jobs,2014,2733.7
3964,923,Washington,25.2,2014,8962,Washington,Hours worked,Index (2012=100),2014,102.395
3965,923,Washington,25.2,2014,9787,Washington,Employment,Index (2012=100),2014,103.049
3966,923,Washington,25.2,2014,15562,Washington,Labor productivity,Index (2012=100),2014,105.125
3968,923,Washington,25.2,2014,17212,Washington,Output per worker,Index (2012=100),2014,104.458
3970,924,West Virginia,35.3,2014,727,West Virginia,Hours worked,Millions of hours,2014,"1,038.289"
3972,924,West Virginia,35.3,2014,2377,West Virginia,Employment,Thousands of jobs,2014,620.1
3974,924,West Virginia,35.3,2014,8977,West Virginia,Hours worked,Index (2012=100),2014,100.534
3975,924,West Virginia,35.3,2014,9802,West Virginia,Employment,Index (2012=100),2014,100.245
3976,924,West Virginia,35.3,2014,15577,West Virginia,Labor productivity,Index (2012=100),2014,101.223
3978,924,West Virginia,35.3,2014,17227,West Virginia,Output per worker,Index (2012=100),2014,101.515
3980,925,Wisconsin,38.4,2014,742,Wisconsin,Hours worked,Millions of hours,2014,"4,244.110"
3982,925,Wisconsin,38.4,2014,2392,Wisconsin,Employment,Thousands of jobs,2014,2607.3
3984,925,Wisconsin,38.4,2014,8992,Wisconsin,Hours worked,Index (2012=100),2014,104.020
3985,925,Wisconsin,38.4,2014,9817,Wisconsin,Employment,Index (2012=100),2014,103.095
3986,925,Wisconsin,38.4,2014,15592,Wisconsin,Labor productivity,Index (2012=100),2014,99.746
3988,925,Wisconsin,38.4,2014,17242,Wisconsin,Output per worker,Index (2012=100),2014,100.641
3990,926,Wyoming,35.1,2014,757,Wyoming,Hours worked,Millions of hours,2014,436.807
3992,926,Wyoming,35.1,2014,2407,Wyoming,Employment,Thousands of jobs,2014,251.2
3994,926,Wyoming,35.1,2014,9007,Wyoming,Hours worked,Index (2012=100),2014,103.830
3995,926,Wyoming,35.1,2014,9832,Wyoming,Employment,Index (2012=100),2014,104.500
3996,926,Wyoming,35.1,2014,15607,Wyoming,Labor productivity,Index (2012=100),2014,97.619
3998,926,Wyoming,35.1,2014,17257,Wyoming,Output per worker,Index (2012=100),2014,96.994
4000,927,Alabama,39.3,2015,8,Alabama,Hours worked,Millions of hours,2015,"2,898.059"
4002,927,Alabama,39.3,2015,1658,Alabama,Employment,Thousands of jobs,2015,1690.1
4004,927,Alabama,39.3,2015,8258,Alabama,Hours worked,Index (2012=100),2015,102.287
4005,927,Alabama,39.3,2015,9083,Alabama,Employment,Index (2012=100),2015,103.410
4006,927,Alabama,39.3,2015,14858,Alabama,Labor productivity,Index (2012=100),2015,99.032
4008,927,Alabama,39.3,2015,16508,Alabama,Output per worker,Index (2012=100),2015,97.956
4010,928,Alaska,23.1,2015,23,Alaska,Hours worked,Millions of hours,2015,475.262
4012,928,Alaska,23.1,2015,1673,Alaska,Employment,Thousands of jobs,2015,282.3
4014,928,Alaska,23.1,2015,8273,Alaska,Hours worked,Index (2012=100),2015,98.528
4015,928,Alaska,23.1,2015,9098,Alaska,Employment,Index (2012=100),2015,101.171
4016,928,Alaska,23.1,2015,14873,Alaska,Labor productivity,Index (2012=100),2015,95.518
4018,928,Alaska,23.1,2015,16523,Alaska,Output per worker,Index (2012=100),2015,93.023
4020,929,Arizona,40.5,2015,38,Arizona,Hours worked,Millions of hours,2015,"4,133.559"
4022,929,Arizona,40.5,2015,1688,Arizona,Employment,Thousands of jobs,2015,2456.4
4024,929,Arizona,40.5,2015,8288,Arizona,Hours worked,Index (2012=100),2015,107.510
4025,929,Arizona,40.5,2015,9113,Arizona,Employment,Index (2012=100),2015,107.989
4026,929,Arizona,40.5,2015,14888,Arizona,Labor productivity,Index (2012=100),2015,98.159
4028,929,Arizona,40.5,2015,16538,Arizona,Output per worker,Index (2012=100),2015,97.723
4030,930,Arkansas,35.1,2015,53,Arkansas,Hours worked,Millions of hours,2015,"1,785.401"
4032,930,Arkansas,35.1,2015,1703,Arkansas,Employment,Thousands of jobs,2015,1074.6
4034,930,Arkansas,35.1,2015,8303,Arkansas,Hours worked,Index (2012=100),2015,101.600
4035,930,Arkansas,35.1,2015,9128,Arkansas,Employment,Index (2012=100),2015,103.314
4036,930,Arkansas,35.1,2015,14903,Arkansas,Labor productivity,Index (2012=100),2015,102.651
4038,930,Arkansas,35.1,2015,16553,Arkansas,Output per worker,Index (2012=100),2015,100.947
4040,931,California,49.4,2015,68,California,Hours worked,Millions of hours,2015,"25,691.855"
4042,931,California,49.4,2015,1718,California,Employment,Thousands of jobs,2015,15362.9
4044,931,California,49.4,2015,8318,California,Hours worked,Index (2012=100),2015,110.039
4045,931,California,49.4,2015,9143,California,Employment,Index (2012=100),2015,108.790
4046,931,California,49.4,2015,14918,California,Labor productivity,Index (2012=100),2015,103.218
4048,931,California,49.4,2015,16568,California,Output per worker,Index (2012=100),2015,104.404
4050,932,Colorado,35.5,2015,83,Colorado,Hours worked,Millions of hours,2015,"3,772.782"
4052,932,Colorado,35.5,2015,1733,Colorado,Employment,Thousands of jobs,2015,2310.8
4054,932,Colorado,35.5,2015,8333,Colorado,Hours worked,Index (2012=100),2015,106.368
4055,932,Colorado,35.5,2015,9158,Colorado,Employment,Index (2012=100),2015,109.202
4056,932,Colorado,35.5,2015,14933,Colorado,Labor productivity,Index (2012=100),2015,107.964
4058,932,Colorado,35.5,2015,16583,Colorado,Output per worker,Index (2012=100),2015,105.162
4060,933,Connecticut,41.0,2015,98,Connecticut,Hours worked,Millions of hours,2015,"2,534.422"
4062,933,Connecticut,41.0,2015,1748,Connecticut,Employment,Thousands of jobs,2015,1572.1
4064,933,Connecticut,41.0,2015,8348,Connecticut,Hours worked,Index (2012=100),2015,100.322
4065,933,Connecticut,41.0,2015,9173,Connecticut,Employment,Index (2012=100),2015,102.196
4066,933,Connecticut,41.0,2015,14948,Connecticut,Labor productivity,Index (2012=100),2015,100.930
4068,933,Connecticut,41.0,2015,16598,Connecticut,Output per worker,Index (2012=100),2015,99.079
4070,935,Delaware,43.7,2015,113,Delaware,Hours worked,Millions of hours,2015,644.750
4072,935,Delaware,43.7,2015,1763,Delaware,Employment,Thousands of jobs,2015,402.4
4074,935,Delaware,43.7,2015,8363,Delaware,Hours worked,Index (2012=100),2015,106.385
4075,935,Delaware,43.7,2015,9188,Delaware,Employment,Index (2012=100),2015,105.838
4076,935,Delaware,43.7,2015,14963,Delaware,Labor productivity,Index (2012=100),2015,102.572
4078,935,Delaware,43.7,2015,16613,Delaware,Output per worker,Index (2012=100),2015,103.102
4080,937,Florida,34.7,2015,143,Florida,Hours worked,Millions of hours,2015,"12,613.926"
4082,937,Florida,34.7,2015,1793,Florida,Employment,Thousands of jobs,2015,7589.7
4084,937,Florida,34.7,2015,8393,Florida,Hours worked,Index (2012=100),2015,111.262
4085,937,Florida,34.7,2015,9218,Florida,Employment,Index (2012=100),2015,111.299
4086,937,Florida,34.7,2015,14993,Florida,Labor productivity,Index (2012=100),2015,100.482
4088,937,Florida,34.7,2015,16643,Florida,Output per worker,Index (2012=100),2015,100.449
4090,938,Georgia,37.8,2015,158,Georgia,Hours worked,Millions of hours,2015,"6,492.877"
4092,938,Georgia,37.8,2015,1808,Georgia,Employment,Thousands of jobs,2015,3824.3
4094,938,Georgia,37.8,2015,8408,Georgia,Hours worked,Index (2012=100),2015,107.874
4095,938,Georgia,37.8,2015,9233,Georgia,Employment,Index (2012=100),2015,107.735
4096,938,Georgia,37.8,2015,15008,Georgia,Labor productivity,Index (2012=100),2015,103.394
4098,938,Georgia,37.8,2015,16658,Georgia,Output per worker,Index (2012=100),2015,103.527
4100,939,Hawaii,32.8,2015,173,Hawaii,Hours worked,Millions of hours,2015,916.596
4102,939,Hawaii,32.8,2015,1823,Hawaii,Employment,Thousands of jobs,2015,562.9
4104,939,Hawaii,32.8,2015,8423,Hawaii,Hours worked,Index (2012=100),2015,103.388
4105,939,Hawaii,32.8,2015,9248,Hawaii,Employment,Index (2012=100),2015,105.441
4106,939,Hawaii,32.8,2015,15023,Hawaii,Labor productivity,Index (2012=100),2015,103.611
4108,939,Hawaii,32.8,2015,16673,Hawaii,Output per worker,Index (2012=100),2015,101.593
4110,940,Idaho,24.8,2015,188,Idaho,Hours worked,Millions of hours,2015,995.993
4112,940,Idaho,24.8,2015,1838,Idaho,Employment,Thousands of jobs,2015,617.1
4114,940,Idaho,24.8,2015,8438,Idaho,Hours worked,Index (2012=100),2015,108.950
4115,940,Idaho,24.8,2015,9263,Idaho,Employment,Index (2012=100),2015,108.493
4116,940,Idaho,24.8,2015,15038,Idaho,Labor productivity,Index (2012=100),2015,100.107
4118,940,Idaho,24.8,2015,16688,Idaho,Output per worker,Index (2012=100),2015,100.529
4120,941,Illinois,39.5,2015,203,Illinois,Hours worked,Millions of hours,2015,"9,062.324"
4122,941,Illinois,39.5,2015,1853,Illinois,Employment,Thousands of jobs,2015,5470.6
4124,941,Illinois,39.5,2015,8453,Illinois,Hours worked,Index (2012=100),2015,103.608
4125,941,Illinois,39.5,2015,9278,Illinois,Employment,Index (2012=100),2015,104.491
4126,941,Illinois,39.5,2015,15053,Illinois,Labor productivity,Index (2012=100),2015,101.209
4128,941,Illinois,39.5,2015,16703,Illinois,Output per worker,Index (2012=100),2015,100.354
4130,942,Indiana,40.0,2015,218,Indiana,Hours worked,Millions of hours,2015,"4,649.887"
4132,942,Indiana,40.0,2015,1868,Indiana,Employment,Thousands of jobs,2015,2773.8
4134,942,Indiana,40.0,2015,8468,Indiana,Hours worked,Index (2012=100),2015,107.043
4135,942,Indiana,40.0,2015,9293,Indiana,Employment,Index (2012=100),2015,107.310
4136,942,Indiana,40.0,2015,15068,Indiana,Labor productivity,Index (2012=100),2015,98.203
4138,942,Indiana,40.0,2015,16718,Indiana,Output per worker,Index (2012=100),2015,97.959
4140,943,Iowa,37.3,2015,233,Iowa,Hours worked,Millions of hours,2015,"2,367.041"
4142,943,Iowa,37.3,2015,1883,Iowa,Employment,Thousands of jobs,2015,1416.2
4144,943,Iowa,37.3,2015,8483,Iowa,Hours worked,Index (2012=100),2015,104.841
4145,943,Iowa,37.3,2015,9308,Iowa,Employment,Index (2012=100),2015,103.924
4146,943,Iowa,37.3,2015,15083,Iowa,Labor productivity,Index (2012=100),2015,104.117
4148,943,Iowa,37.3,2015,16733,Iowa,Output per worker,Index (2012=100),2015,105.036
4150,944,Kansas,32.2,2015,248,Kansas,Hours worked,Millions of hours,2015,"2,046.852"
4152,944,Kansas,32.2,2015,1898,Kansas,Employment,Thousands of jobs,2015,1243.7
4154,944,Kansas,32.2,2015,8498,Kansas,Hours worked,Index (2012=100),2015,101.939
4155,944,Kansas,32.2,2015,9323,Kansas,Employment,Index (2012=100),2015,103.805
4156,944,Kansas,32.2,2015,15098,Kansas,Labor productivity,Index (2012=100),2015,105.444
4158,944,Kansas,32.2,2015,16748,Kansas,Output per worker,Index (2012=100),2015,103.549
4160,945,Kentucky,39.3,2015,263,Kentucky,Hours worked,Millions of hours,2015,"2,836.507"
4162,945,Kentucky,39.3,2015,1913,Kentucky,Employment,Thousands of jobs,2015,1671.9
4164,945,Kentucky,39.3,2015,8513,Kentucky,Hours worked,Index (2012=100),2015,106.232
4165,945,Kentucky,39.3,2015,9338,Kentucky,Employment,Index (2012=100),2015,104.975
4166,945,Kentucky,39.3,2015,15113,Kentucky,Labor productivity,Index (2012=100),2015,97.723
4168,945,Kentucky,39.3,2015,16763,Kentucky,Output per worker,Index (2012=100),2015,98.893
4170,946,Louisiana,36.7,2015,278,Louisiana,Hours worked,Millions of hours,2015,"3,082.842"
4172,946,Louisiana,36.7,2015,1928,Louisiana,Employment,Thousands of jobs,2015,1786.6
4174,946,Louisiana,36.7,2015,8528,Louisiana,Hours worked,Index (2012=100),2015,103.604
4175,946,Louisiana,36.7,2015,9353,Louisiana,Employment,Index (2012=100),2015,104.772
4176,946,Louisiana,36.7,2015,15128,Louisiana,Labor productivity,Index (2012=100),2015,96.656
4178,946,Louisiana,36.7,2015,16778,Louisiana,Output per worker,Index (2012=100),2015,95.578
4180,947,Maine,33.8,2015,293,Maine,Hours worked,Millions of hours,2015,974.080
4182,947,Maine,33.8,2015,1943,Maine,Employment,Thousands of jobs,2015,590.1
4184,947,Maine,33.8,2015,8543,Maine,Hours worked,Index (2012=100),2015,105.320
4185,947,Maine,33.8,2015,9368,Maine,Employment,Index (2012=100),2015,104.526
4186,947,Maine,33.8,2015,15143,Maine,Labor productivity,Index (2012=100),2015,97.414
4188,947,Maine,33.8,2015,16793,Maine,Output per worker,Index (2012=100),2015,98.153
4190,948,Maryland,43.4,2015,308,Maryland,Hours worked,Millions of hours,2015,"3,785.651"
4192,948,Maryland,43.4,2015,1958,Maryland,Employment,Thousands of jobs,2015,2292.9
4194,948,Maryland,43.4,2015,8558,Maryland,Hours worked,Index (2012=100),2015,103.397
4195,948,Maryland,43.4,2015,9383,Maryland,Employment,Index (2012=100),2015,102.479
4196,948,Maryland,43.4,2015,15158,Maryland,Labor productivity,Index (2012=100),2015,103.131
4198,948,Maryland,43.4,2015,16808,Maryland,Output per worker,Index (2012=100),2015,104.055
4200,949,Massachusetts,36.2,2015,323,Massachusetts,Hours worked,Millions of hours,2015,"5,235.769"
4202,949,Massachusetts,36.2,2015,1973,Massachusetts,Employment,Thousands of jobs,2015,3253.8
4204,949,Massachusetts,36.2,2015,8573,Massachusetts,Hours worked,Index (2012=100),2015,104.750
4205,949,Massachusetts,36.2,2015,9398,Massachusetts,Employment,Index (2012=100),2015,103.265
4206,949,Massachusetts,36.2,2015,15173,Massachusetts,Labor productivity,Index (2012=100),2015,102.178
4208,949,Massachusetts,36.2,2015,16823,Massachusetts,Output per worker,Index (2012=100),2015,103.648
4210,950,Michigan,38.4,2015,338,Michigan,Hours worked,Millions of hours,2015,"6,488.867"
4212,950,Michigan,38.4,2015,1988,Michigan,Employment,Thousands of jobs,2015,3907.0
4214,950,Michigan,38.4,2015,8588,Michigan,Hours worked,Index (2012=100),2015,107.490
4215,950,Michigan,38.4,2015,9413,Michigan,Employment,Index (2012=100),2015,106.947
4216,950,Michigan,38.4,2015,15188,Michigan,Labor productivity,Index (2012=100),2015,99.035
4218,950,Michigan,38.4,2015,16838,Michigan,Output per worker,Index (2012=100),2015,99.537
4220,951,Minnesota,31.4,2015,353,Minnesota,Hours worked,Millions of hours,2015,"4,268.128"
4222,951,Minnesota,31.4,2015,2003,Minnesota,Employment,Thousands of jobs,2015,2607.3
4224,951,Minnesota,31.4,2015,8603,Minnesota,Hours worked,Index (2012=100),2015,106.828
4225,951,Minnesota,31.4,2015,9428,Minnesota,Employment,Index (2012=100),2015,105.196
4226,951,Minnesota,31.4,2015,15203,Minnesota,Labor productivity,Index (2012=100),2015,101.723
4228,951,Minnesota,31.4,2015,16853,Minnesota,Output per worker,Index (2012=100),2015,103.300
4230,952,Mississippi,35.6,2015,368,Mississippi,Hours worked,Millions of hours,2015,"1,636.299"
4232,952,Mississippi,35.6,2015,2018,Mississippi,Employment,Thousands of jobs,2015,959.6
4234,952,Mississippi,35.6,2015,8618,Mississippi,Hours worked,Index (2012=100),2015,102.187
4235,952,Mississippi,35.6,2015,9443,Mississippi,Employment,Index (2012=100),2015,103.281
4236,952,Mississippi,35.6,2015,15218,Mississippi,Labor productivity,Index (2012=100),2015,97.405
4238,952,Mississippi,35.6,2015,16868,Mississippi,Output per worker,Index (2012=100),2015,96.374
4240,953,Missouri,39.0,2015,383,Missouri,Hours worked,Millions of hours,2015,"4,183.076"
4242,953,Missouri,39.0,2015,2033,Missouri,Employment,Thousands of jobs,2015,2558.9
4244,953,Missouri,39.0,2015,8633,Missouri,Hours worked,Index (2012=100),2015,103.206
4245,953,Missouri,39.0,2015,9458,Missouri,Employment,Index (2012=100),2015,104.957
4246,953,Missouri,39.0,2015,15233,Missouri,Labor productivity,Index (2012=100),2015,100.168
4248,953,Missouri,39.0,2015,16883,Missouri,Output per worker,Index (2012=100),2015,98.497
4250,954,Montana,28.5,2015,398,Montana,Hours worked,Millions of hours,2015,657.047
4252,954,Montana,28.5,2015,2048,Montana,Employment,Thousands of jobs,2015,416.6
4254,954,Montana,28.5,2015,8648,Montana,Hours worked,Index (2012=100),2015,102.209
4255,954,Montana,28.5,2015,9473,Montana,Employment,Index (2012=100),2015,103.890
4256,954,Montana,28.5,2015,15248,Montana,Labor productivity,Index (2012=100),2015,105.728
4258,954,Montana,28.5,2015,16898,Montana,Output per worker,Index (2012=100),2015,104.017
4260,955,Nebraska,26.0,2015,413,Nebraska,Hours worked,Millions of hours,2015,"1,463.332"
4262,955,Nebraska,26.0,2015,2063,Nebraska,Employment,Thousands of jobs,2015,891.2
4264,955,Nebraska,26.0,2015,8663,Nebraska,Hours worked,Index (2012=100),2015,102.191
4265,955,Nebraska,26.0,2015,9488,Nebraska,Employment,Index (2012=100),2015,102.296
4266,955,Nebraska,26.0,2015,15263,Nebraska,Labor productivity,Index (2012=100),2015,105.660
4268,955,Nebraska,26.0,2015,16913,Nebraska,Output per worker,Index (2012=100),2015,105.552
4270,956,Nevada,39.6,2015,428,Nevada,Hours worked,Millions of hours,2015,"1,921.183"
4272,956,Nevada,39.6,2015,2078,Nevada,Employment,Thousands of jobs,2015,1174.0
4274,956,Nevada,39.6,2015,8678,Nevada,Hours worked,Index (2012=100),2015,108.973
4275,956,Nevada,39.6,2015,9503,Nevada,Employment,Index (2012=100),2015,110.492
4276,956,Nevada,39.6,2015,15278,Nevada,Labor productivity,Index (2012=100),2015,97.054
4278,956,Nevada,39.6,2015,16928,Nevada,Output per worker,Index (2012=100),2015,95.720
4280,957,New Hampshire,37.4,2015,443,New Hampshire,Hours worked,Millions of hours,2015,"1,008.783"
4282,957,New Hampshire,37.4,2015,2093,New Hampshire,Employment,Thousands of jobs,2015,619.9
4284,957,New Hampshire,37.4,2015,8693,New Hampshire,Hours worked,Index (2012=100),2015,105.004
4285,957,New Hampshire,37.4,2015,9518,New Hampshire,Employment,Index (2012=100),2015,103.422
4286,957,New Hampshire,37.4,2015,15293,New Hampshire,Labor productivity,Index (2012=100),2015,102.420
4288,957,New Hampshire,37.4,2015,16943,New Hampshire,Output per worker,Index (2012=100),2015,103.987
4290,958,New Jersey,39.6,2015,458,New Jersey,Hours worked,Millions of hours,2015,"5,907.345"
4292,958,New Jersey,39.6,2015,2108,New Jersey,Employment,Thousands of jobs,2015,3595.4
4294,958,New Jersey,39.6,2015,8708,New Jersey,Hours worked,Index (2012=100),2015,103.745
4295,958,New Jersey,39.6,2015,9533,New Jersey,Employment,Index (2012=100),2015,102.920
4296,958,New Jersey,39.6,2015,15308,New Jersey,Labor productivity,Index (2012=100),2015,100.301
4298,958,New Jersey,39.6,2015,16958,New Jersey,Output per worker,Index (2012=100),2015,101.104
4300,959,New Mexico,30.2,2015,473,New Mexico,Hours worked,Millions of hours,2015,"1,138.985"
4302,959,New Mexico,30.2,2015,2123,New Mexico,Employment,Thousands of jobs,2015,691.9
4304,959,New Mexico,30.2,2015,8723,New Mexico,Hours worked,Index (2012=100),2015,100.608
4305,959,New Mexico,30.2,2015,9548,New Mexico,Employment,Index (2012=100),2015,102.107
4306,959,New Mexico,30.2,2015,15323,New Mexico,Labor productivity,Index (2012=100),2015,104.208
4308,959,New Mexico,30.2,2015,16973,New Mexico,Output per worker,Index (2012=100),2015,102.678
4310,960,New York,35.7,2015,488,New York,Hours worked,Millions of hours,2015,"13,732.311"
4312,960,New York,35.7,2015,2138,New York,Employment,Thousands of jobs,2015,8402.2
4314,960,New York,35.7,2015,8738,New York,Hours worked,Index (2012=100),2015,106.848
4315,960,New York,35.7,2015,9563,New York,Employment,Index (2012=100),2015,107.253
4316,960,New York,35.7,2015,15338,New York,Labor productivity,Index (2012=100),2015,98.033
4318,960,New York,35.7,2015,16988,New York,Output per worker,Index (2012=100),2015,97.662
4320,961,North Carolina,38.8,2015,503,North Carolina,Hours worked,Millions of hours,2015,"6,366.078"
4322,961,North Carolina,38.8,2015,2153,North Carolina,Employment,Thousands of jobs,2015,3817.3
4324,961,North Carolina,38.8,2015,8753,North Carolina,Hours worked,Index (2012=100),2015,106.532
4325,961,North Carolina,38.8,2015,9578,North Carolina,Employment,Index (2012=100),2015,107.043
4326,961,North Carolina,38.8,2015,15353,North Carolina,Labor productivity,Index (2012=100),2015,101.861
4328,961,North Carolina,38.8,2015,17003,North Carolina,Output per worker,Index (2012=100),2015,101.374
4330,962,North Dakota,32.8,2015,518,North Dakota,Hours worked,Millions of hours,2015,669.668
4332,962,North Dakota,32.8,2015,2168,North Dakota,Employment,Thousands of jobs,2015,395.5
4334,962,North Dakota,32.8,2015,8768,North Dakota,Hours worked,Index (2012=100),2015,104.384
4335,962,North Dakota,32.8,2015,9593,North Dakota,Employment,Index (2012=100),2015,105.014
4336,962,North Dakota,32.8,2015,15368,North Dakota,Labor productivity,Index (2012=100),2015,109.502
4338,962,North Dakota,32.8,2015,17018,North Dakota,Output per worker,Index (2012=100),2015,108.845
4340,963,Ohio,39.1,2015,533,Ohio,Hours worked,Millions of hours,2015,"8,201.331"
4342,963,Ohio,39.1,2015,2183,Ohio,Employment,Thousands of jobs,2015,4983.4
4344,963,Ohio,39.1,2015,8783,Ohio,Hours worked,Index (2012=100),2015,104.577
4345,963,Ohio,39.1,2015,9608,Ohio,Employment,Index (2012=100),2015,104.555
4346,963,Ohio,39.1,2015,15383,Ohio,Labor productivity,Index (2012=100),2015,103.498
4348,963,Ohio,39.1,2015,17033,Ohio,Output per worker,Index (2012=100),2015,103.520
4350,964,Oklahoma,35.7,2015,548,Oklahoma,Hours worked,Millions of hours,2015,"2,412.501"
4352,964,Oklahoma,35.7,2015,2198,Oklahoma,Employment,Thousands of jobs,2015,1434.8
4354,964,Oklahoma,35.7,2015,8798,Oklahoma,Hours worked,Index (2012=100),2015,101.610
4355,964,Oklahoma,35.7,2015,9623,Oklahoma,Employment,Index (2012=100),2015,104.079
4356,964,Oklahoma,35.7,2015,15398,Oklahoma,Labor productivity,Index (2012=100),2015,113.823
4358,964,Oklahoma,35.7,2015,17048,Oklahoma,Output per worker,Index (2012=100),2015,111.122
4360,965,Oregon,28.9,2015,563,Oregon,Hours worked,Millions of hours,2015,"2,706.710"
4362,965,Oregon,28.9,2015,2213,Oregon,Employment,Thousands of jobs,2015,1662.8
4364,965,Oregon,28.9,2015,8813,Oregon,Hours worked,Index (2012=100),2015,108.682
4365,965,Oregon,28.9,2015,9638,Oregon,Employment,Index (2012=100),2015,107.719
4366,965,Oregon,28.9,2015,15413,Oregon,Labor productivity,Index (2012=100),2015,101.667
4368,965,Oregon,28.9,2015,17063,Oregon,Output per worker,Index (2012=100),2015,102.575
